Date,Death,Tmin,Tmax
16/07/1990,73,21.10578121,26.88337902
17/07/1990,52,17.5555694,27.83877398
18/07/1990,56,20.53015201,30.09656118
19/07/1990,74,20.86892599,28.31759282
20/07/1990,64,17.28843758,22.44293546
21/07/1990,57,16.88873661,27.01906305
22/07/1990,57,16.73909793,26.49426863
23/07/1990,65,17.15711438,21.11512584
24/07/1990,42,16.30837279,25.9444306
25/07/1990,78,15.60453526,27.68091204
26/07/1990,56,15.54522801,29.81186145
27/07/1990,53,16.3258161,30.28445054
28/07/1990,58,17.20308996,30.43109893
29/07/1990,64,16.79155245,30.8610765
30/07/1990,54,18.81086469,31.05569399
31/07/1990,69,16.17605283,22.05120857
01/08/1990,60,12.7752305,25.70670321
02/08/1990,59,14.31883877,28.69847994
03/08/1990,54,18.14689758,29.40767506
04/08/1990,63,17.64353352,30.08858709
05/08/1990,52,18.83416397,27.53762771
06/08/1990,50,17.89770745,21.40256666
07/08/1990,54,17.22900573,20.45439821
08/08/1990,48,14.81410416,25.51245951
09/08/1990,53,14.29691004,26.49551458
10/08/1990,68,18.06080239,25.37453277
11/08/1990,67,18.49713431,26.70994269
12/08/1990,36,16.66870172,25.83055071
13/08/1990,51,14.78930974,18.08796412
14/08/1990,63,12.78918515,23.90580613
15/08/1990,50,14.71766758,22.34201346
16/08/1990,50,14.18626962,25.98691752
17/08/1990,59,16.32768502,28.83354099
18/08/1990,51,16.19536506,28.55930725
19/08/1990,53,9.793296785,20.11064042
20/08/1990,41,8.322452031,22.5175679
21/08/1990,60,8.969847994,23.59045602
22/08/1990,59,9.636431597,25.83005233
23/08/1990,52,12.37141789,27.18988288
24/08/1990,55,13.66770496,27.42025916
25/08/1990,62,18.38823823,29.03451283
26/08/1990,59,18.20794917,29.99077997
27/08/1990,67,19.26202342,27.32245203
28/08/1990,58,15.85571891,28.91066534
29/08/1990,43,16.37851981,24.66733117
30/08/1990,48,10.54310989,23.28494892
31/08/1990,63,12.82992773,26.11761774
01/09/1990,63,13.79678545,26.69636182
02/09/1990,55,16.30264142,23.54186394
03/09/1990,49,9.276974832,21.17704959
04/09/1990,52,6.808746574,24.28582108
05/09/1990,67,15.46262148,21.46012958
06/09/1990,60,11.74582607,23.89010715
07/09/1990,58,12.62148019,19.95103414
08/09/1990,47,2.91564914,17.60304012
09/09/1990,52,5.17879392,19.8889858
10/09/1990,51,8.979815599,17.90518315
11/09/1990,54,11.23336656,20.16633441
12/09/1990,51,6.581485173,24.13107401
13/09/1990,50,12.59568901,19.18514827
14/09/1990,54,12.43396462,26.21692001
15/09/1990,56,9.895340145,19.00411164
16/09/1990,55,6.640418639,14.07463244
17/09/1990,58,4.158484924,11.10129579
18/09/1990,62,3.933217045,13.16957388
19/09/1990,54,1.841764266,16.1768004
20/09/1990,62,8.881510092,15.03488662
21/09/1990,48,9.36768004,15.92835784
22/09/1990,66,10.14615001,14.7550461
23/09/1990,57,8.439322203,16.11338151
24/09/1990,48,5.687141789,12.81123847
25/09/1990,54,8.948542238,18.37802143
26/09/1990,45,9.909294792,17.14502866
27/09/1990,62,11.71953651,19.73934712
28/09/1990,60,10.97171692,22.44530277
29/09/1990,50,11.13780214,14.21069026
30/09/1990,43,9.087465736,14.30102168
01/10/1990,59,6.200473461,12.03563419
02/10/1990,63,6.474831797,11.39820583
03/10/1990,65,2.307749813,16.54896586
04/10/1990,52,9.598430102,17.04423125
05/10/1990,57,9.192499377,16.71779218
06/10/1990,59,9.645776227,25.49314727
07/10/1990,61,10.87602791,16.81908796
08/10/1990,65,6.429728383,9.365811114
09/10/1990,60,5.156117618,6.948417643
10/10/1990,60,4.699476701,12.15300274
11/10/1990,63,6.794044356,16.70321455
12/10/1990,54,11.40431099,14.08896088
13/10/1990,59,10.7701221,15.20134563
14/10/1990,73,10.00461002,16.88474956
15/10/1990,60,7.194742088,16.70882133
16/10/1990,62,4.033889858,14.62521804
17/10/1990,55,4.158111139,11.9317219
18/10/1990,56,6.882257663,22.11699477
19/10/1990,63,3.116994767,7.781086469
20/10/1990,38,-2.033765263,7.879391976
21/10/1990,62,-1.42449539,17.06105158
22/10/1990,73,8.819835535,12.59431846
23/10/1990,57,3.930974333,7.170819836
24/10/1990,56,3.998380264,8.814353352
25/10/1990,64,0.240593073,8.636556192
26/10/1990,60,0.975579367,5.932095689
27/10/1990,56,-4.9520309,6.304261151
28/10/1990,52,0.441814104,7.92474458
29/10/1990,56,-0.318838774,5.377647645
30/10/1990,53,-4.574383254,7.955519561
31/10/1990,44,-1.506977324,11.65773735
01/11/1990,66,-0.776974832,8.834163967
02/11/1990,62,0.930725143,17.93097433
03/11/1990,65,9.956890107,17.62795913
04/11/1990,54,6.484176427,16.85746324
05/11/1990,61,-1.239347122,5.966982308
06/11/1990,62,0.880762522,6.894717169
07/11/1990,59,-1.095564416,2.544978819
08/11/1990,75,-4.174682283,2.504111637
09/11/1990,76,-6.847869424,2.095439821
10/11/1990,63,-1.43334164,2.561176177
11/11/1990,61,-2.208198355,0.553949664
12/11/1990,68,-6.095938201,-2.335160728
13/11/1990,59,-7.786194867,-0.505731373
14/11/1990,69,-6.246947421,3.198604535
15/11/1990,51,-2.379516571,12.36830302
16/11/1990,53,4.596561176,13.30824819
17/11/1990,55,-1.685023673,4.277846997
18/11/1990,57,-5.998629454,0.470595564
19/11/1990,69,-5.176675804,1.643408921
20/11/1990,64,-4.964864191,5.365437329
21/11/1990,51,-1.308248193,4.366060304
22/11/1990,64,-2.241839023,5.664714677
23/11/1990,65,2.554323449,9.258659357
24/11/1990,69,1.498504859,5.548467481
25/11/1990,54,-0.323324196,5.876152504
26/11/1990,51,-4.844754548,0.819087964
27/11/1990,55,-4.91465238,7.790181909
28/11/1990,53,2.958883628,18.75816098
29/11/1990,57,0.497881884,6.457637678
30/11/1990,56,-4.923000249,3.148766509
01/12/1990,67,-2.281211064,7.161973586
02/12/1990,66,-0.827809619,7.136556192
03/12/1990,65,-7.414776975,-1.002491901
04/12/1990,72,-5.08534762,1.21741839
05/12/1990,56,-8.687390979,-3.220159482
06/12/1990,67,-10.71268378,1.687266384
07/12/1990,42,-7.624096686,3.250186893
08/12/1990,61,-5.091577374,3.205332669
09/12/1990,56,-5.663219537,4.486045353
10/12/1990,61,-6.445925741,3.720782457
11/12/1990,60,-13.08821331,-7.026787939
12/12/1990,57,-10.78457513,3.204335908
13/12/1990,53,-5.16110142,5.896336905
14/12/1990,69,-13.44467979,-6.846748069
15/12/1990,66,-12.85708946,-2.990530775
16/12/1990,61,-6.930725143,-1.606030401
17/12/1990,58,-8.110391229,-0.202716172
18/12/1990,59,-8.394467979,2.426239721
19/12/1990,53,-7.08484924,-0.826314478
20/12/1990,62,-16.87789684,-7.04771991
21/12/1990,62,-13.67106903,1.8585846
22/12/1990,78,-1.823075006,3.70832295
23/12/1990,56,0.071143783,3.990779965
24/12/1990,69,-8.963244456,-3.552080738
25/12/1990,56,-17.12297533,-3.278345378
26/12/1990,69,-12.73398953,-6.702716172
27/12/1990,64,-18.68913531,-8.196611014
28/12/1990,67,-16.30475953,0.435459756
29/12/1990,59,-6.314976327,5.876152504
30/12/1990,62,-1.421629703,3.846249689
31/12/1990,76,-17.71019188,-11.32918016
01/01/1991,59,-20.77373536,-0.412534264
02/01/1991,64,-7.654996262,1.080862198
03/01/1991,55,-18.49937702,-6.520308996
04/01/1991,65,-10.9419387,-3.251308248
05/01/1991,65,-8.831672066,-2.175180663
06/01/1991,70,-7.866683279,-2.123099925
07/01/1991,78,-19.54435584,-10.40617992
08/01/1991,60,-25.4014453,-14.24370795
09/01/1991,60,-20.82307501,-5.292300025
10/01/1991,70,-18.13730376,-11.10540743
11/01/1991,78,-25.89820583,-12.97196611
12/01/1991,75,-18.81696985,-10.00598056
13/01/1991,82,-18.52703713,-7.071019188
14/01/1991,61,-13.05257912,-1.973835036
15/01/1991,78,-6.256665836,-1.193620733
16/01/1991,62,-7.349862945,1.443309245
17/01/1991,50,-1.868303015,1.408547222
18/01/1991,75,-8.097682532,-0.247072016
19/01/1991,61,-18.55457264,-0.699975081
20/01/1991,64,-14.97495639,1.483678046
21/01/1991,72,-24.80027411,-16.57600299
22/01/1991,70,-27.68502367,-13.70009968
23/01/1991,82,-23.6338151,-2.134562671
24/01/1991,78,-14.41726888,-4.995639173
25/01/1991,51,-28.28706703,-16.17194119
26/01/1991,70,-26.70745078,-5.75479691
27/01/1991,63,-10.25841017,-0.69823075
28/01/1991,72,-6.44368303,1.347371044
29/01/1991,77,-14.0682781,-6.102541739
30/01/1991,80,-12.49115375,-5.357712435
31/01/1991,74,-13.44492898,-7.129578869
01/02/1991,61,-19.87316222,-10.89770745
02/02/1991,75,-23.22850735,3.116122602
03/02/1991,72,-2.792300025,6.407799651
04/02/1991,74,1.390854722,8.205581859
05/02/1991,65,1.988786444,7.83889858
06/02/1991,63,-0.205831049,2.119112883
07/02/1991,83,-0.169324695,3.125218041
08/02/1991,70,-2.139297284,4.762770994
09/02/1991,62,-2.174931473,4.965985547
10/02/1991,63,-7.663842512,-1.085223025
11/02/1991,68,-14.45502118,-8.615125841
12/02/1991,64,-19.73673063,-9.280837279
13/02/1991,70,-13.03762771,-4.731123847
14/02/1991,70,-11.35310242,-3.795290307
15/02/1991,63,-11.54834289,-0.943060055
16/02/1991,74,-21.23137304,-6.171318216
17/02/1991,56,-15.95639173,-2.459631199
18/02/1991,65,-21.80475953,-2.994891602
19/02/1991,62,-10.36593571,3.770994269
20/02/1991,64,-0.203837528,4.164216297
21/02/1991,60,-1.403563419,2.994144032
22/02/1991,62,-4.803264391,3.706329429
23/02/1991,73,-20.01544979,-10.10814852
24/02/1991,61,-16.10902068,-6.221156242
25/02/1991,51,-19.07712435,-4.280588089
26/02/1991,60,-19.17792175,-2.637802143
27/02/1991,53,-12.39060553,-4.116745577
28/02/1991,72,-12.31024171,-1.75554448
01/03/1991,64,-5.550959382,2.98056317
02/03/1991,62,-2.212060802,6.856466484
03/03/1991,71,-5.328432594,-0.249190132
04/03/1991,63,-6.010590581,-2.142785946
05/03/1991,59,-6.805880887,-1.602915525
06/03/1991,53,-8.30251682,5.778096187
07/03/1991,64,-5.699975081,4.124345876
08/03/1991,66,-14.36917518,-4.852479442
09/03/1991,64,-13.45078495,-2.302890606
10/03/1991,65,-11.67642661,-3.212932968
11/03/1991,66,-10.1718166,-1.843010217
12/03/1991,56,-4.775853476,3.032020932
13/03/1991,70,-2.702716172,3.383877398
14/03/1991,52,-1.708198355,4.568278096
15/03/1991,64,-1.666708198,4.94293546
16/03/1991,72,-3.017194119,6.950037379
17/03/1991,53,-5.102043359,8.625965612
18/03/1991,66,-3.276850237,4.245576875
19/03/1991,57,0.454522801,9.409170197
20/03/1991,71,-2.605407426,2.182780962
21/03/1991,61,-8.560802392,0.410291552
22/03/1991,55,-6.932220284,2.298903563
23/03/1991,62,-4.874657364,1.445427361
24/03/1991,63,-1.917891851,0.849115375
25/03/1991,48,-1.183528532,2.677672564
26/03/1991,55,-1.133316721,6.702466982
27/03/1991,57,-0.412409669,10.59008223
28/03/1991,59,3.426488911,11.38923499
29/03/1991,61,-1.807376028,3.423374034
30/03/1991,58,-7.9899078,0.876027909
31/03/1991,60,-8.457263892,5.207699975
01/04/1991,50,-4.063543484,6.980064789
02/04/1991,62,-0.715300274,7.578370297
03/04/1991,74,-3.67954149,7.884375779
04/04/1991,55,1.803264391,15.56267132
05/04/1991,62,2.897832046,11.18078744
06/04/1991,65,5.970595564,16.26999751
07/04/1991,54,5.633565911,16.17293795
08/04/1991,55,2.28208323,16.57637678
09/04/1991,60,4.043982058,7.147271368
10/04/1991,58,2.399451782,12.66135061
11/04/1991,60,0.35908298,4.530401196
12/04/1991,56,-2.081235983,7.808372788
13/04/1991,48,-1.087341141,10.39571393
14/04/1991,62,-2.704585098,13.57812111
15/04/1991,57,4.14241216,11.01669574
16/04/1991,59,5.09369549,8.803762771
17/04/1991,50,3.134188886,9.218415151
18/04/1991,48,3.045850984,12.42449539
19/04/1991,55,3.056441565,14.35733865
20/04/1991,53,4.756790431,8.376401694
21/04/1991,61,3.192997757,6.919511587
22/04/1991,54,2.91515076,9.010964366
23/04/1991,62,4.031273362,12.68888612
24/04/1991,66,1.724644904,19.14565163
25/04/1991,55,3.14091702,18.38935958
26/04/1991,37,5.690132071,21.30613008
27/04/1991,59,6.391228507,15.79678545
28/04/1991,53,1.888113631,15.8030152
29/04/1991,67,4.293919761,20.72501869
30/04/1991,56,8.846872664,14.87204087
01/05/1991,61,7.479068029,21.54310989
02/05/1991,71,7.445053576,13.88238226
03/05/1991,65,5.182033391,13.94218789
04/05/1991,70,2.815599302,14.76625966
05/05/1991,48,2.538873661,16.27311238
06/05/1991,68,6.30251682,13.42736108
07/05/1991,49,8.356466484,13.44380763
08/05/1991,57,6.31111388,13.36979816
09/05/1991,66,2.46237229,17.89197608
10/05/1991,63,8.657363568,20.95489659
11/05/1991,54,10.98305507,24.74258659
12/05/1991,63,14.71866434,25.81410416
13/05/1991,50,6.722277598,26.81709444
14/05/1991,60,9.154996262,14.82207825
15/05/1991,55,2.79217543,22.93508597
16/05/1991,68,14.02230252,30.48455021
17/05/1991,73,6.27448293,15.02167954
18/05/1991,52,3.06615998,15.21530027
19/05/1991,59,1.719038126,19.21255918
20/05/1991,64,5.572514328,23.1944929
21/05/1991,75,10.81908796,25.97271368
22/05/1991,61,13.68888612,24.94605034
23/05/1991,43,8.624096686,24.89122851
24/05/1991,62,17.67306255,30.52429604
25/05/1991,71,15.95053576,25.42586594
26/05/1991,63,11.68514827,19.59942686
27/05/1991,53,13.78395216,23.43060055
28/05/1991,55,17.54111637,26.25878395
29/05/1991,62,14.8964615,21.97931722
30/05/1991,53,10.66720658,20.48430102
31/05/1991,57,12.95838525,20.3813855
01/06/1991,64,13.60129579,25.04597558
02/06/1991,56,10.1035385,24.83702965
03/06/1991,56,9.853974583,22.12521804
04/06/1991,50,12.07450785,19.15300274
05/06/1991,57,9.153376526,19.02616496
06/06/1991,51,8.959008223,25.38973337
07/06/1991,49,13.50448542,28.57787192
08/06/1991,52,15.08945926,27.53239472
09/06/1991,56,7.530525791,24.67331174
10/06/1991,51,15.60528283,29.44729629
11/06/1991,74,19.4418141,26.18527286
12/06/1991,58,12.14826813,22.81360578
13/06/1991,53,8.763020184,20.3612011
14/06/1991,60,8.062920508,24.71804137
15/06/1991,59,14.24408173,19.41091453
16/06/1991,59,12.58497384,16.99140294
17/06/1991,48,13.45689011,25.16882631
18/06/1991,54,13.91764266,29.24919013
19/06/1991,61,15.67754797,29.80214304
20/06/1991,60,19.38101171,28.44006977
21/06/1991,57,16.7980314,23.61238475
22/06/1991,65,9.439945178,21.41863942
23/06/1991,62,8.564166459,24.99875405
24/06/1991,60,10.16060304,27.0252928
25/06/1991,67,12.83142288,28.92449539
26/06/1991,61,16.13867431,29.71791677
27/06/1991,64,19.46698231,31.39558933
28/06/1991,75,21.1162472,32.16633441
29/06/1991,54,15.95514578,23.28694244
30/06/1991,54,14.10690257,23.22838276
01/07/1991,51,8.805507102,23.49676053
02/07/1991,50,9.215300274,25.68514827
03/07/1991,68,11.93010217,28.31298281
04/07/1991,64,15.57849489,27.99264889
05/07/1991,48,16.13780214,19.08547222
06/07/1991,54,15.41851483,25.96399203
07/07/1991,49,18.03413905,28.57126838
08/07/1991,63,17.6515076,24.81298281
09/07/1991,54,11.35123349,22.17219038
10/07/1991,62,12.03376526,23.7196611
11/07/1991,63,11.44542736,25.24806878
12/07/1991,64,11.09045602,26.01370546
13/07/1991,70,14.22065786,25.09780713
14/07/1991,70,14.66222278,26.89932719
15/07/1991,60,13.18901072,28.79728383
16/07/1991,41,14.75080987,29.18714179
17/07/1991,69,18.66496387,28.70047346
18/07/1991,68,18.89172689,30.68925991
19/07/1991,41,20.60677797,33.00722651
20/07/1991,62,23.00174433,33.46785447
21/07/1991,72,19.70782457,27.50373785
22/07/1991,52,13.66558684,25.15063543
23/07/1991,60,15.48380264,29.76625966
24/07/1991,67,15.56653377,27.08472464
25/07/1991,53,15.14714677,28.38612011
26/07/1991,67,14.55021181,26.75442312
27/07/1991,66,13.00373785,25.60403688
28/07/1991,52,10.79404436,26.35534513
29/07/1991,58,12.15698978,28.20931971
30/07/1991,56,14.2499377,28.69025667
31/07/1991,58,16.99887864,25.53202093
01/08/1991,57,17.50336407,28.17518066
02/08/1991,55,16.08522303,26.64453028
03/08/1991,62,14.00660354,28.20221779
04/08/1991,44,16.21903813,22.98342886
05/08/1991,42,15.66384251,18.40829803
06/08/1991,56,13.74532769,24.47121854
07/08/1991,54,13.05718914,27.36032893
08/08/1991,47,14.77884376,28.20221779
09/08/1991,64,15.33154747,24.621231
10/08/1991,40,15.56154996,20.74258659
11/08/1991,50,15.43197109,24.77286319
12/08/1991,61,13.73137304,27.8559681
13/08/1991,61,17.15723897,30.03314229
14/08/1991,53,18.16870172,29.18315475
15/08/1991,58,17.48168453,29.09107899
16/08/1991,50,18.70159482,26.59705956
17/08/1991,51,17.05432345,30.97694991
18/08/1991,45,18.49676053,24.72252679
19/08/1991,46,14.55606778,20.4470471
20/08/1991,37,10.68502367,23.91440319
21/08/1991,50,14.29117867,18.30613008
22/08/1991,60,14.2828308,25.87291303
23/08/1991,47,12.86643409,20.95402442
24/08/1991,52,8.555943185,21.44555196
25/08/1991,51,7.824071767,25.61836531
26/08/1991,56,17.63020184,28.79317219
27/08/1991,68,21.94891602,30.67318714
28/08/1991,59,20.17729878,28.33005233
29/08/1991,61,15.1490157,30.00797408
30/08/1991,62,18.46748069,31.58460005
31/08/1991,72,13.99788188,20.38848742
01/09/1991,60,6.407425866,18.29728383
02/09/1991,55,5.66060304,21.2323698
03/09/1991,74,8.965985547,26.32693745
04/09/1991,57,16.14627461,22.36157488
05/09/1991,49,10.03837528,24.7348617
06/09/1991,64,12.83889858,25.26588587
07/09/1991,66,12.49177673,24.94617493
08/09/1991,52,11.07936706,26.31597309
09/09/1991,51,7.133067531,21.19860454
10/09/1991,50,12.56005482,24.72626464
11/09/1991,42,9.333790182,16.85297782
12/09/1991,51,4.189259905,18.4242462
13/09/1991,52,3.359705956,18.00872165
14/09/1991,58,10.77834538,21.1640917
15/09/1991,49,10.17904311,18.37565412
16/09/1991,63,16.03401445,27.08746574
17/09/1991,61,17.62459507,24.44580115
18/09/1991,64,8.014702218,23.14191378
19/09/1991,54,10.17144281,16.4571393
20/09/1991,46,1.672439571,14.28918515
21/09/1991,53,1.752678794,14.42698729
22/09/1991,60,1.599800648,17.64104161
23/09/1991,59,8.027660105,16.23162223
24/09/1991,63,6.675180663,14.47246449
25/09/1991,57,7.186145029,10.08223274
26/09/1991,50,7.3863693,15.20396212
27/09/1991,59,5.579990032,11.81410416
28/09/1991,65,3.838026414,9.582232744
29/09/1991,47,-0.521430351,8.913281834
30/09/1991,49,-2.391477697,10.18589584
01/10/1991,60,6.667954149,16.79005731
02/10/1991,67,9.226389235,20.48380264
03/10/1991,65,13.18626962,23.29354598
04/10/1991,62,11.14876651,18.48031398
05/10/1991,59,11.89708448,24.6034139
06/10/1991,54,8.950411164,14.90642911
07/10/1991,49,3.296785447,9.170072265
08/10/1991,74,0.778719163,12.52305009
09/10/1991,68,4.308248193,17.21081485
10/10/1991,68,6.420009968,13.21779218
11/10/1991,68,3.595938201,9.928108647
12/10/1991,60,4.822327436,11.77921754
13/10/1991,56,1.33964615,9.65026165
14/10/1991,67,-0.956142537,9.825691503
15/10/1991,59,2.84874159,13.14116621
16/10/1991,62,5.307251433,12.00348866
17/10/1991,58,1.231996013,16.41427859
18/10/1991,62,3.786942437,17.66446549
19/10/1991,55,2.44418141,7.767381012
20/10/1991,54,-1.443807625,6.989534014
21/10/1991,58,-1.016321954,10.44542736
22/10/1991,52,4.937827062,14.20284077
23/10/1991,65,-0.169075505,14.0328931
24/10/1991,49,5.366060304,21.76214802
25/10/1991,76,13.28694244,21.97557937
26/10/1991,60,14.65860952,19.23810117
27/10/1991,58,7.200224271,15.70620483
28/10/1991,66,0.347994019,8.704211313
29/10/1991,54,-3.263767755,6.93334164
30/10/1991,59,-1.620608024,10.88574632
31/10/1991,54,3.76488911,8.661724396
01/11/1991,54,5.030401196,10.30862198
02/11/1991,67,5.992399701,10.61088961
03/11/1991,52,2.16085223,7.476576128
04/11/1991,43,-4.326065288,3.80127087
05/11/1991,70,-5.315599302,3.554572639
06/11/1991,59,-4.27323698,6.587341141
07/11/1991,70,-1.892474458,2.289808124
08/11/1991,61,-7.008223274,1.261898829
09/11/1991,69,-9.346748069,3.149638674
10/11/1991,48,-8.901819088,4.335285323
11/11/1991,44,-1.376900075,3.362820832
12/11/1991,66,-1.01943683,3.321953651
13/11/1991,59,-0.681659606,3.353102417
14/11/1991,54,0.441440319,7.839770745
15/11/1991,67,1.717542985,8.667954149
16/11/1991,57,-0.930226763,4.786942437
17/11/1991,42,-6.233241964,2.948417643
18/11/1991,68,-6.195240468,5.970097184
19/11/1991,59,0.995763768,12.3003987
20/11/1991,64,7.786194867,18.20346374
21/11/1991,67,3.026414154,9.375529529
22/11/1991,65,-3.04722153,6.304510341
23/11/1991,61,2.610391229,8.451532519
24/11/1991,57,0.715674059,8.795165711
25/11/1991,67,-1.88761525,2.190505856
26/11/1991,61,-4.306628458,0.217293795
27/11/1991,60,-10.08223274,3.292923
28/11/1991,66,-1.269125343,4.909170197
29/11/1991,66,-0.431846499,4.070645402
30/11/1991,67,-1.788437578,15.98641914
01/12/1991,52,2.528158485,6.277348617
02/12/1991,58,-9.429479193,-1.370421131
03/12/1991,64,-12.08858709,-4.0378769
04/12/1991,83,-12.42113132,-8.29192624
05/12/1991,76,-17.80376277,-13.1994767
06/12/1991,67,-17.8736606,-10.16321954
07/12/1991,70,-15.85783703,-7.545103414
08/12/1991,87,-10.47557937,4.43408921
09/12/1991,83,-7.4899078,5.496885123
10/12/1991,70,-12.39097932,1.879267381
11/12/1991,89,-6.548218291,5.364814353
12/12/1991,59,-4.493022676,7.497258909
13/12/1991,66,0.82045851,9.683030152
14/12/1991,65,-3.492275106,0.918639422
15/12/1991,87,-11.52915525,-5.316596063
16/12/1991,77,-18.54722153,-12.97134313
17/12/1991,66,-24.80102168,-12.78158485
18/12/1991,75,-17.32768502,-11.94904062
19/12/1991,79,-22.41228507,-9.608522303
20/12/1991,71,-14.20296536,0.193371542
21/12/1991,76,-5.766633441,2.395838525
22/12/1991,75,-9.873162223,2.437702467
23/12/1991,68,-2.691128831,1.703962123
24/12/1991,83,-17.85883379,-12.86842761
25/12/1991,68,-22.42972838,-10.31348119
26/12/1991,90,-18.66857712,-1.328806379
27/12/1991,72,-10.18726638,-3.550461002
28/12/1991,69,-11.24732121,-1.574507849
29/12/1991,75,-6.388487416,-1.720907052
30/12/1991,63,-12.87191627,-6.289932719
31/12/1991,68,-20.92387241,-6.105158236
01/01/1992,80,-19.41191129,-6.519561425
02/01/1992,67,-17.37241465,-5.884500374
03/01/1992,62,-11.19760777,-1.327435834
04/01/1992,78,-5.259033142,1.554572639
05/01/1992,58,-0.215923249,2.610017443
06/01/1992,70,-0.166459008,2.174308497
07/01/1992,67,-4.087341141,0.649887864
08/01/1992,61,-12.015076,-7.012708697
09/01/1992,60,-12.8661849,-3.21667082
10/01/1992,78,-9.218788936,-4.777224022
11/01/1992,66,-19.71093945,-11.13157239
12/01/1992,56,-24.2499377,-8.882257663
13/01/1992,68,-13.66359332,1.619735858
14/01/1992,55,-4.743583354,3.835534513
15/01/1992,75,-22.75467231,-17.94156491
16/01/1992,60,-28.38325442,-23.14266135
17/01/1992,68,-28.1617244,-14.93396462
18/01/1992,57,-21.59805632,-15.07949165
19/01/1992,80,-24.79852978,-14.81946175
20/01/1992,85,-23.19798156,-12.73274358
21/01/1992,60,-22.4191378,-10.55183155
22/01/1992,67,-21.84438076,-8.344629953
23/01/1992,65,-19.16533765,2.99140294
24/01/1992,60,-14.76227261,2.168203339
25/01/1992,62,-26.07027162,-17.64789434
26/01/1992,67,-22.13805133,-12.59668577
27/01/1992,73,-23.78445054,-12.01133815
28/01/1992,60,-18.56130077,-5.921131323
29/01/1992,64,-12.79429355,-0.205955644
30/01/1992,77,-1.956017942,0.160976825
31/01/1992,75,-6.551083977,-3.129952654
01/02/1992,55,-14.27672564,-7.380887117
02/02/1992,68,-20.62334912,-8.824819337
03/02/1992,70,-20.49688512,-5.523548467
04/02/1992,59,-16.73835036,-8.012459507
05/02/1992,65,-14.18813855,-6.587964117
06/02/1992,82,-25.58285572,-10.38263145
07/02/1992,52,-15.86394219,-3.688263145
08/02/1992,56,-8.26463992,-2.8307999
09/02/1992,53,-19.23673063,-14.07251433
10/02/1992,68,-26.93957139,-8.246449041
11/02/1992,60,-15.60839771,-1.194742088
12/02/1992,61,-27.56092699,-16.57251433
13/02/1992,81,-25.10989285,-5.373660603
14/02/1992,68,-11.49215051,-0.315599302
15/02/1992,59,-11.30475953,-3.312359831
16/02/1992,71,-7.003987042,-1.828557189
17/02/1992,67,-7.757911787,0.931223524
18/02/1992,60,-7.28258161,0.9899078
19/02/1992,48,-1.518066285,0.609519063
20/02/1992,62,-5.31186145,-0.629578869
21/02/1992,61,-10.57625218,-1.872290057
22/02/1992,57,-16.34213805,-3.101544979
23/02/1992,50,-9.402192873,-1.581360578
24/02/1992,61,-16.5807376,-7.584226265
25/02/1992,59,-14.14565163,-0.912908049
26/02/1992,72,-5.523050087,-0.239720907
27/02/1992,71,-5.823822577,1.261026663
28/02/1992,60,-21.81248443,-9.46311986
29/02/1992,62,-20.99563917,-14.30401196
01/03/1992,62,-24.28669325,-10.27996511
02/03/1992,68,-26.98455021,-10.46174931
03/03/1992,67,-19.08460005,-3.65175679
04/03/1992,54,-19.96772988,0.347121854
05/03/1992,77,-9.871791677,4.724021929
06/03/1992,67,-9.731248443,1.039995016
07/03/1992,63,-3.807500623,3.262646399
08/03/1992,53,0.344879143,3.134687266
09/03/1992,64,-1.398455021,4.880762522
10/03/1992,63,0.600672813,8.18813855
11/03/1992,75,-5.860951906,2.832544231
12/03/1992,54,-14.94355844,-11.45427361
13/03/1992,68,-16.83628208,-11.10129579
14/03/1992,51,-16.67954149,-10.19374533
15/03/1992,62,-17.72290057,-9.050585597
16/03/1992,61,-16.67131822,-3.579117867
17/03/1992,49,-8.964615001,2.204834289
18/03/1992,66,-16.16446549,-3.077498131
19/03/1992,65,-16.05419885,-0.911039123
20/03/1992,55,-15.56267132,0.904310989
21/03/1992,60,-13.14602542,-3.578868677
22/03/1992,58,-16.75130825,-4.80152006
23/03/1992,47,-13.53588338,-1.862073262
24/03/1992,47,-13.99065537,0.08460005
25/03/1992,60,-11.77647645,4.598430102
26/03/1992,58,1.211687017,5.808995764
27/03/1992,59,2.091577374,8.44318465
28/03/1992,57,-0.144281086,4.034263643
29/03/1992,62,-2.504360827,4.344505358
30/03/1992,70,-3.013830052,7.378644406
31/03/1992,63,-1.110765014,6.936705706
01/04/1992,66,-2.013954647,1.986668328
02/04/1992,57,-3.28332918,4.702716172
03/04/1992,50,-3.293296785,3.139795664
04/04/1992,60,-3.178046349,5.790181909
05/04/1992,50,-1.153127336,5.421006728
06/04/1992,67,-2.182531772,7.611263394
07/04/1992,75,1.304634936,9.061176177
08/04/1992,64,1.220657862,7.485173187
09/04/1992,65,-3.34973835,11.23610765
10/04/1992,62,0.66085223,5.94293546
11/04/1992,56,-4.703837528,1.707699975
12/04/1992,45,-2.010715176,4.726887615
13/04/1992,54,-8.322078246,0.619362073
14/04/1992,70,-4.84014453,6.549588836
15/04/1992,64,-5.587091951,6.903314229
16/04/1992,51,-4.428482432,9.099925243
17/04/1992,55,0.429354598,5.590954398
18/04/1992,56,-0.90580613,10.54173935
19/04/1992,76,-0.677672564,16.31273362
