Y,M,SOI,NOI,ONI,Nino3,Nino34,AO,NAO,PDO,PNA,AMO,WHWP,NAOJ
2017,4,-0.3,NaN,0.29,28.03,28.03,-0.089,1.74,1.12,0.14,0.279,1.77,1.5
2017,5,0.4,NaN,0.39,27.55,28.3,-0.73,-1.72,0.88,-0.19,0.311,1.83,0.38
2017,6,-0.7,NaN,0.38,26.68,28.06,0.402,0.35,0.79,1.18,0.304,1.76,-0.55
2017,7,1.3,NaN,0.16,25.84,27.54,0.634,1.28,0.1,1.33,0.299,4.92,0.1
2017,8,0.9,NaN,-0.14,24.87,26.7,0.15,-1.53,0.09,0.2,0.306,4.87,-0.04
2017,9,1,NaN,-0.44,24.18,26.29,-0.492,-0.45,0.32,-0.32,0.347,3.67,1.42
2017,10,1.5,NaN,-0.7,24.26,26.15,0.69,0.71,0.05,-0.28,0.43,3.13,1.36
2017,11,1.5,NaN,-0.88,24.02,25.74,-0.078,-0.14,0.15,-1.98,0.348,2.73,-0.9
2017,12,-0.2,NaN,-0.97,24,25.62,-0.059,0.73,0.5,0.58,0.361,0.17,1
2018,1,1.8,NaN,-0.87,24.48,25.57,-0.281,1.17,0.7,-0.14,0.169,-0.07,1.82
2018,2,-0.8,NaN,-0.76,25.5,25.97,0.113,1.34,0.37,-1.67,0.059,-0.06,-0.1
2018,3,2.4,NaN,-0.6,26.27,26.48,-0.941,-1.38,-0.05,-1.16,0.128,0.11,-1.12
2018,4,0.8,NaN,-0.41,26.96,27.31,0.544,1.2,0.11,-1.12,0.06,0.92,2.37
2018,5,0.6,NaN,-0.13,26.92,27.73,1.18,2.02,0.11,-1.09,-0.004,0.5,2.01
2018,6,-0.2,NaN,0.06,26.63,27.77,0.38,1.41,-0.04,0.66,-0.015,0.92,-1.4
2018,7,0.4,NaN,0.11,25.92,27.42,0.612,1.42,0.11,-0.76,0.014,0.81,3.83
2018,8,-0.5,NaN,0.2,25.06,26.94,0.836,2.4,0.18,1.24,0.109,2.65,1.26
2018,9,-1.5,NaN,0.43,25.25,27.19,0.585,1.78,0.09,1.16,0.159,5.28,0.45
2018,10,0.6,NaN,0.7,25.73,27.62,0.413,1.53,NaN,0.39,0.14,3.62,-1.17
2018,11,-0.1,NaN,0.85,26,27.61,-1.116,-0.25,NaN,0.22,-0.124,1.47,-1.28
2018,12,1.7,NaN,0.82,26.14,27.49,0.11,0.48,NaN,0.56,-0.063,0.39,1.93
2019,1,-0.1,NaN,0.81,26.25,27.2,-0.713,0.18,NaN,0.42,-0.018,0.36,-0.36
2019,2,-2.3,NaN,0.83,26.99,27.48,1.149,-0.11,NaN,-1.73,0.077,0.59,1.9
2019,3,-0.5,NaN,0.82,27.84,28.1,2.116,0.89,NaN,-0.05,0.118,0.85,2.39
2019,4,0.2,NaN,0.76,28.13,28.45,-0.255,0.36,NaN,-0.84,0.12,2.41,1.7
2019,5,-0.7,NaN,0.64,27.75,28.5,-1.231,-2.38,NaN,-0.17,0.084,1.3,2.05
2019,6,-0.7,NaN,0.53,26.82,28.19,-0.601,-0.79,NaN,0.24,0.17,4.24,-2.82
2019,7,-0.6,NaN,0.31,25.71,27.66,-0.89,-1.39,NaN,0.62,0.349,5.99,-2.79
2019,8,-0.2,NaN,0.12,24.8,26.91,-0.722,-1.62,NaN,1.16,0.335,5.89,NaN
2019,9,-1.9,NaN,0.14,24.64,26.76,0.306,-0.01,NaN,1.62,0.242,5.35,NaN
2019,10,-0.6,NaN,NaN,25.14,27.19,-0.082,NaN,NaN,-0.97,NaN,5.63,NaN
2019,11,NaN,NaN,NaN,25.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
